Q23008452	Ronja von Rönne
Q5551628	German submarine U-327
Q9202	Statue of Liberty
Q1578270	Hans-Ulrich Thomale
Q6388209	Ken Myer
Q645825	Soyuz TM-18
Q11697089	Ernst Ruge
Q2857255	Antonio Dalmonte
Q591839	Brynjar Gunnarsson
Q545778	Sergei Kiriakov
Q6613959	William Bromley-Davenport
Q1287134	Edmundo Piaggio
Q26824209	Hurricane Newton
Q12899736	Teddy Taylor
Q5097029	Chief of Defence of Norway
Q241213	Gianluca Grava
Q77048	Dietrich Küchemann
Q533315	Francis McDonald
Q682794	Dragan Mihajlović
Q518376	Diego Milán
Q3351937	Rahul Sankrityayan
Q520726	Julián Marías
Q336421	Robert Crewe-Milnes, 1st Marquess of Crewe
Q84365	Maria Schell
Q138005	Michael Keaton
Q270005	Jeanne Balibar
Q4775942	Anton Otulakowski
Q93862533	Typhoon Bess
Q1264247	Alain Supiot
Q1336879	John Dall
Q1024543	CUNY Graduate Center
Q3904098	Pietro Mosca
Q77533	Hans Krahe
Q61166	Johannes Wislicenus
Q6501541	Laurie Cumming
Q10557288	Joe Clare
Q883172	John E. Miles
Q919835	Eric Linklater
Q2436319	Marcos Tébar
Q11023873	Mashaal
Q2829831	Alain Gallopin
Q4912154	Billy Barnes
Q7358295	Roger Hansbury
Q427318	Spanish Royal Academy of Sciences
Q1360529	Massimo Ganci
Q195828	Miranda Raison
Q1347791	Henri Emmanuelli
Q55231655	George Kren
Q1553637	Wilhelm Raabe Literature Prize
Q2172231	Rudolf-Ernst Heiland
Q20643090	Nicky Scaife
Q720787	David Langford
Q981447	Jean-Pierre Van Rossem
Q13426679	Ansel Elgort
Q115592	Gustave Ador
Q240454	Savannah
Q102395	Paul D. Boyer
Q1811951	Lee Rich
Q21481	Thal-Drulingen
Q7612286	Steve Cowe
Q15997372	Jack Manning
Q18553	Axelle Lemaire
Q4013589	Vincenzo Zazzaro
Q919942	Alessandro Rosa Vieira
Q978684	Gennady Yevryuzhikhin
Q77938	William Prager
Q238895	Carolyn Jones
Q736584	Oscar Malbernat
Q7028957	Nicola Bellomo
Q209662	Lucille Ball
Q271531	Helen B. Taussig
Q500692	University of Bremen
Q94056	Order of Merit
Q2362286	Thommy Berggren
Q494717	EXO
Q716114	Feng Xiaogang
Q465294	Arnold F. Holleman
Q313841	John Osborne
Q3811159	Julio Castillo
Q1166630	Darren Hughes
Q158232	Prince Charles Alexander of Lorraine
Q61483	Nadine Müller
Q3828147	Lawrence Hill
Q846373	The Temptations
Q303429	Manfred Schwabl
Q3554193	Valère Bernard
Q2561107	Werner Enke
Q794118	István Besznyák
Q16147172	Bobby Arber
Q598978	Chuck Cooper
Q4006288	Hurricane Felicia
Q234141	Ian McShane
Q835201	Péter Rajczi
Q673765	Charles Hendry
Q3129379	Krishna Poonia
Q1337552	Emilio Sagi Liñán
Q5237618	David Mitchell
Q2891315	Aharon Amir
Q261712	Inger Edelfeldt
Q795477	Prime Minister of Denmark
Q24514968	2016 Aegon International Eastbourne
Q3035737	Don Boudria
Q233198	Therese of Saxe-Hildburghausen
Q598344	Merv Griffin
Q5496567	Fred Williams
Q5825392	Kræsten Iversen
Q5397861	James Walsh
Q6116276	Jackie Chalmers
Q1168929	Kenny Smith
Q2154243	Rino Rappuoli
Q236005	Melanie Brown
Q968716	Roparz Hemon
Q193503	Kenneth G. Wilson
Q1277145	Earl Pomeroy
Q64910	Josef Albert Meisinger
Q12127154	Ride Along
Q880686	Thomas McKean
Q64216469	Hurricane Denise
Q32338	Leonard Kleinrock
Q464553	Svetlana Tširkova-Lozovaja
Q449642	Luke Walton
Q5238709	David Price
Q877936	Markus Happe
Q276523	Batman & Robin
Q3830376	Leonardo Grosso
Q3032934	Djibril Diawara
Q243652	Hungarian Soviet Republic
Q91675	Irmgard Flügge-Lotz
Q158707	Pat Nixon
Q723263	Bernard Lown
Q264618	Ben Bradshaw
Q129473	Johannes Hermanus Barend Koekkoek
Q1993337	Mark Wilson
Q444492	Mary Brian
Q10514	Fernando Alonso
Q3181141	John Buchanan
Q1813692	Mathias Cormann
Q1251586	Guglielmo Libri Carucci dalla Sommaja
Q522371	Félix Marie Charles Texier
Q3384777	Pierre Dominique
Q20725437	Lorena Roldán
Q613023	STS-35
Q1596999	Heinrich Dathe
Q5195927	Curtis Woodhouse
Q19778621	Tinkoff-Saxo 2015
Q277681	Semmelweis University
Q2481331	Artur Ioniță
Q449064	Richard Pipes
Q2786087	Jason Taylor
Q787704	Ralph P. Boas, Jr.
Q483238	JYP Entertainment
Q298022	Anna German
Q5222840	Dario Del Fabro
Q67138	Herbert Rosendorfer
Q11904789	Albert Serratosa i Palet
Q200598	Group of Soviet Forces in Germany
Q260862	Rosario Castellanos
Q1536878	Renato Campanini
Q66632	Norbert Blüm
Q309885	Frederick Chapman Robbins
Q1171	Goa
Q3104734	Georgios Baltatzis
Q5113480	Christopher York
Q59097840	Design for an altar lectern
Q608401	Giancarlo Marocchi
Q3716651	1989 Dutch Open
Q5592710	Graham Carr
Q10726651	Author of the Year
Q913615	Tony Watt
Q4484005	Nicolae Filip
Q18616308	Andrés Schetino
Q2149725	Richard Hasenclever
Q442641	Stefan Ishizaki
Q5943143	José María Macarulla
Q2911340	Miriam Yalan-Shteklis
Q52680	Matthew Pinsent
Q858508	Sky High
Q12017175	František Kobzík
Q2958242	Charles-Marie d'Argent de Deux-Fontaines
Q432312	Jaan Lattik
Q2777751	Shoshana Arbeli-Almozlino
Q108239	Karl Willy Wagner
Q381880	Sherrod Brown
Q13391	Unione Sportiva Lecce
Q980102	Declan Rudd
Q830097	1993 Tour de France
Q3287865	Marc Bécam
Q281355	STS-29
Q3852808	Mauro Della Martira
Q26242431	Grand Cross of the National Order of the Lion
Q93020	Patrick Winston
Q1160186	Death Becomes Her
Q1582095	Hans Roser
Q1058539	Lakshya
Q1460792	Lamberto Boranga
Q364864	Mike Mills
Q4721782	Alf Ward
Q6675297	Looking Down Yosemite Valley, California
Q1095274	Clara von Simson
Q130159	Macarius Bulgakov
Q4354903	Pentti Renvall
Q45661234	Burgos BH 2018
Q816481	Ben Erdreich
Q1032609	George Thorne
Q233909	Alfortville
Q644608	DRB Class 50
Q28591	David Petraeus
Q4519680	Vyacheslav Shalevich
Q3270953	Léon Fatous
Q3762462	Giampaolo Di Magno
Q324248	Mikhail Taube
Q437333	Cynthia Kenyon
Q90311	Johannes Schaaf
Q312478	Neuengamme concentration camp
Q6988652	Neil Grayson
Q7612790	Steve Haslam
Q6233859	John Francis
Q7819416	Tommy Forde
Q2846825	Andreï Matveïev
Q4083412	Vasily Belyayev
Q1318784	Ennio Battistelli
Q16985772	Sakari Löytty
Q986368	Osvaldo Arecco
Q476080	Lorella De Luca
Q16268715	Giovanni Rossi
Q210308	Lawrence Eagleburger
Q4335936	Order of the Red Banner
Q1138524	Paulys Realenzyklopädie der klassischen Altertumswissenschaft
Q1044859	Coco Before Chanel
Q5343032	Edward G. Breen
Q44319	Maximilian I Joseph of Bavaria
Q7052959	Norman Winn
Q6519771	Leighton McGivern
Q19202748	Member of the New South Wales Legislative Assembly
Q5300550	Doug Henderson
Q5993349	Manuel Jorba i Jorba
Q159518	Frank Rost
Q3048518	Georgia Gibbs
Q5806970	Rafael Román Guerrero
Q1424265	Soyuz TM-8
Q2907721	Nissim Dahan
Q260969	Jules Dassin
Q22869	Hunspach
Q3939572	Rocco De Marco
Q4063864	Liliana Alyoshnikova
Q317343	Chiwetel Ejiofor
Q19587939	Wilhelmus Josephus Jongmans
Q6177649	Jenko Award
Q180390	Tom DeLay
Q19301499	Pere Grau i Buldú
Q92258	Werner Beierwaltes
Q19885540	2015–16 Oberliga Niederrhein
Q1896199	Maria Niggemeyer
Q2561118	Cross of Valor
Q7042	Amberg
Q60528	Helene Weigel
Q19904118	Grande Médaille d'Or des Explorations
Q120412	Richard Benz
Q6779939	Mary Jo White
Q3189515	Julien Guadet
Q6143881	James Swarbrick
Q3632994	Mohammed Zahur Khayyam
Q967247	Marco Esposito
Q5496600	Fred Worthington
Q3790150	James Grigg
Q77113	Theobald von Bethmann-Hollweg
Q1699277	John Barrow
Q299194	Aaron Sorkin
Q4723131	Alfred Massey
Q1034072	Can't Slow Down
Q2893179	María Jesús Ruiz Ruiz
Q208657	Remus Lupin
Q812335	Bavarian Football Association
Q86633	Josef Felix Pompeckj
Q25478	Orlando Pace
Q201041	Harald Bluetooth
Q4706179	Alan Biley
Q2000855	Rupen Zartarian
Q603107	Freeman Freeman-Thomas, 1st Marquess of Willingdon
Q320400	Andreas Maier
Q770841	Ben Vereen
Q355829	Aden Meinel
Q1800373	Ludwig Hettling
Q567098	Bertel Haarder
Q434522	Bob Brady
Q505806	Goffredo Petrassi
Q72538	Karl Christian von Langsdorf
Q214144	Haim Shirman
Q63740	Peter Lorenz
Q105572	Benjamin List
Q1418596	NBA Sportsmanship Award
Q235615	Anne Tyler
Q6492129	Sophie Hedwig of Saxe-Lauenburg
Q21665958	Twm o'r Nant (drawing)
Q876190	Ludwig Löfftz
Q4171104	Valery Durov
Q884015	Edward Bishop Dudley
Q447879	Arlene Dahl
Q503452	Michael Cristofer
Q4993341	Tom Fenchel
Q42308	Kharkiv
Q3479446	Serge Merlin
Q2162863	Roland Kohn
Q44673	Andreas Ottl
Q841957	Cormeilles-en-Parisis
Q943107	Lowell Thomas Jr.
Q3753615	Luis Alberto Aguiriano Forniés
Q704603	Manuel Pavía y Rodríguez de Alburquerque
Q2504212	Uwe Fuchs
Q675869	Jim Costa
Q2329584	Leonardo Rodríguez
Q3762932	Giancarlo Pajetta
Q983188	Michael J. S. Dewar
Q1399240	Michel Loève
Q7327412	Richard Llewelyn-Davies, Baron Llewelyn-Davies
Q59210	Mario Soldati
Q7823379	Tony Scully
Q553056	Reinhard Stumpf
Q2619805	2007 DFS Classic
Q1106773	István Kemény
Q154697	French and Indian War
Q3936094	Rino Gritti
Q3731942	Ermanno Tarabbia
Q43179	Ellen Johnson Sirleaf
Q133100	Innocent XIII
Q280250	Carlo Matteucci
Q134160	José de San Martín
Q245000	George Minot
Q533947	Alexander Tamanian
Q4528841	Pyotr Shcherbakov
Q59826390	St. Joao de Carachy, a Praya Grande
Q8043217	Xavier College
Q4357982	Lincoln Alexander
Q362843	Aleksandrs Cauņa
Q10396798	Matt Clarke
Q7823396	Tony Shepherd
Q1873751	Emanuele Concetti
Q3080821	Frances Gifford
Q3807885	Jennifer McCann
Q271865	Terry Moore
Q680770	UTA Arad
Q1073202	Donato Tommaso Veraldi
Q2301329	Oscar Dertycia
Q6529207	Les Barrett
Q2321676	Ignacio Carlos González
Q6770436	Mark Wright
Q470487	Bucerius Law School
Q333412	James Prior, Baron Prior
Q22920552	2016 Volta a Catalunya
Q705550	Lawrence Joseph Henderson
Q1333398	Pietro Canonica
Q5107679	Chris Palmer
Q5106179	Chris Clarke
Q8525601	Hurricane Darby
Q1119387	Poseuse de dos
Q78976	Eberhard Wächter
Q2451348	Pat Conroy
Q1461031	Ernesto Borel
Q16321336	Shadow Secretary of State for Work and Pensions
Q3159317	Jacques Le Nay
Q5233481	David Eyres
Q3848889	Mario Pagliano
Q5734404	Herbert Henry Spender-Clay
Q251395	Red Army
Q558231	Mohammad Shah Qajar
Q1399290	Mick Channon
Q1054887	Sayuri Yoshinaga
Q1359019	Ernst Kolb
Q1536928	Richard Bell
Q697249	Ferdinand Albert I, Duke of Brunswick-Lüneburg
Q6769089	Mark O'Rowe
Q5522858	Gareth Hall
Q71467	Hans Wollschläger
Q2997347	Corinne Masiero
Q702568	Battle of Corregidor
Q520594	Jacob Georg Agardh
Q2677	Wilhelm II
Q59534	Planet of the apes
Q381974	Albert Joseph Libchaber
Q5042676	Carlos Sosa
Q3404987	Lysenko Prize
Q520111	Toshiro Mayuzumi
Q3188560	Jules Dumont
Q64015417	Tropical depression Two
Q11774052	Dagmar Burešová
Q304561	Kim Beazley
Q3049533	Pere Calders
Q349883	Vangelis Moras
Q191375	Sheikh Mujibur Rahman
Q3295601	Martin Pope
Q1624297	Holberg International Memorial Prize
Q1438559	John de Wolf
Q1010483	Giles Barnes
Q3751253	Franco Danova
Q7032272	Nigel Broomfield
Q3288166	Marc Laménie
Q8204576	Armand de Fluvià i Escorsa
Q6593045	Nadrian C. Seeman
Q1507470	George H. Mahon
Q15072586	James Ramsay Montagu Butler
Q5585060	Gordon Davies
Q375012	Stefano Tacconi
Q7528885	Sir Roger Gresley, 8th Baronet
Q3022761	Denis Kessler
Q122996	Leopold Ružička
Q1873622	Lucius Marcius Censorinus
Q963015	Keith Waterhouse
Q208663	William Pitt, 1st Earl of Chatham
Q5126195	Clare Leighton
Q3102277	Georges Bernard
Q3646792	Dolly Menga
Q3405365	Vetlesen Prize
Q727076	Nicolas Durand de Villegaignon
Q23950510	Jonas Gregaard Wilsly
Q202566	Juliana of Stolberg
Q21175521	Hurricane Patricia
Q121998	ambassador
Q62255	Roberto Anzolin
Q505173	Henri Milne-Edwards
Q3554217	Valérie-Laure Bénabou
Q610188	Charles F. Kettering Prize
Q723506	Yoav Galant
Q358983	Paul Kupperberg
Q1046009	Talgat Bigeldinov
Q92415	Ernst Hölder
Q456698	Lykke Friis
Q2756699	Casimir-Louis-Victurnien de Rochechouart de Mortemart
Q230320	Julie Benz
Q1343608	Centre Union
Q3507343	Sylvie Joly
Q62515	Gunter Sachs
Q7243805	Prince Alfred College
Q533022	Ferdinando Paer
Q20875839	Enoch Albertí i Rovira
Q3619353	Antonio Campilongo
Q484400	Song Kang-ho
Q41582568	Member of the 23rd Parliament of the United Kingdom
Q6539608	Liam George
Q4090400	Ivan Boyko
Q518345	André Dewavrin
Q1370869	Gabriel Rodrigues dos Santos
Q62008938	2020 Thomas Cup
Q1969431	Aleš Debeljak
Q1294	Ramón Barros Luco
Q232941	Christine Lahti
Q5220921	Danny Warrender
Q10775090	Kai
Q981503	José Joaquín de Olmedo
Q2626298	Vasily Lanovoy
Q3163011	Jason Vandelannoite
Q4340925	Peter O'Rourke
Q2274772	Seth Low
Q310831	James S. Sherman
Q3307977	Michael A. Goorjian
Q531183	Matt Holland
Q1071117	Prime Minister of New Zealand
Q5057089	Cedric Drewe
Q456741	Rick Nash
Q705766	Spurius Lucretius Tricipitinus
Q436936	Robert D. Carey
Q88896	Helene Thimig
Q2080120	Petra Bläss
Q221062	DuPont
Q3517901	Tropical Storm Norman
Q34939	Steve Whitmire
Q3434730	Robert Capdeville
Q6130367	James Brown Scott
Q12289150	Ognyan Gerdzhikov
Q21239	Diedendorf
Q548964	Yossi Beilin
Q1574857	2009 Heineken Open
Q594586	Bruno Coulais
Q5171180	Cornelia Scheffer
Q4391491	Robert Carney
Q927470	Francisco Aramburu
Q27681559	Ken Duncan
Q929616	Édouard Crut
Q59097233	Baldachin containing a statue of the Madonna
Q5552354	William B. Allison
Q1524891	Jon Stead
Q214549	Joseph Liouville
Q21176	Viborg
Q27756507	Alberto Montero
Q337234	Academia Europaea
Q907481	Columbia Business School
Q5733730	Herbert Butler
Q5220908	Danny Verity
Q2643422	Alexander von Humboldt Professorship
Q433026	Jared Y. Sanders
Q6765017	Mario Walsh
Q2072843	Vasyl Dzharty
Q1266583	Nicholas Shackleton
Q4396843	Leonid Yulianovich Roketsky
Q344895	Thomas Holcomb
Q3131337	Mario Fortunato
Q7821342	Toni Silva
Q7793961	Thomas O'Halloran
Q2668909	Cross of Independence
Q515039	Igor Štimac
Q2383031	Jérôme Leroy
Q295691	Harold E. Varmus
Q14947884	2013–14 Cypriot Third Division
Q67170176	Typhoon Faxai
Q2823084	Achille Naudin
Q1561094	Günter Spur
Q5387483	Eric Sevareid
Q706641	Chad Hugo
Q17183	Expedition 2
Q467973	Suhasini Maniratnam
Q312483	Vyacheslav Tikhonov
Q1341001	Lawrence Pressman
Q1359739	Ernst Henry Wilhelm Pernoll
Q2833344	Alexandre-François Vivien
Q317339	Thomas Hengen
Q878161	Carl Ludwig Noah Bantzer
Q5221208	Arena
Q953916	Warren Austin
Q4886480	Ben Smith
Q2639772	Albrecht Fleckenstein
Q3050241	James Burrows
Q2033761	Oskar Kalbfell
Q16928476	Mont-Valérien fortress
Q7417375	Sandy McMillan
Q663151	Hugh Williamson
Q21665316	William Mark, Abergele (copy)
Q7861106	Typhoon Angela
Q1275058	Paul Théodore Auguste Bezanson
Q19912233	Minister of Interior, Public Administration and Decentralization of Greece
Q3089967	Frédéric Lefebvre
Q106200	Ralf Fücks
Q725444	Sylvain Lévi
Q333106	Hilaire Belloc
Q1897083	Route nationale 10
Q1545524	Ramón de Mesonero Romanos
Q21670425	Revds O Owen, D C Evans & W R Jones
Q268582	Carmen Martín Gaite
Q92361	Ottmar Ette
Q31082	Florence Griffith
Q76827	Intimacy
Q2498137	Kim Anderzon
Q1648834	1998 Copa do Brasil
Q470101	Hector Bianciotti
Q3293186	Marina Zudina
Q1509299	Georgia Lee Lusk
Q18346411	Jérémy Cornu
Q6539631	Liam Henderson
Q6791741	Mattia Lanzano
Q1375084	Filippo Maria Pandolfi
Q689201	Frederick William, Margrave of Brandenburg-Schwedt
Q150482	J. K. Simmons
Q132880	Toronto Raptors
Q3017124	Dave Barnett
Q1191021	Ramón Osni Moreira Lage
Q182431	Art Carney
Q453125	Eve Meyer
Q3702659	Dario Sanguin
Q7626901	Stuart Nethercott
Q92873	Roger Michael Needham
Q75956	Margarete Sommer
Q1702156	John Wiley Bryant
Q16009300	Alf Jewett
Q3737760	Fabio Macellari
Q16015797	Graham Davies
Q333582	Manny Shinwell, Baron Shinwell
Q6775323	Martin Donnelly
Q2851334	Anne d'Harnoncourt
Q4888428	Benjamin Cooke
Q48145	Kirill Meretskov
Q65975443	2019 China Championship
Q520026	Romeo Menti
Q5657972	Adolfo Bielli
Q2865083	Arthur Dupont
Q4931649	Bob Allen
Q443540	Ollie Johnston
Q3823881	Juan de Dios Izquierdo Collado
Q3762226	Giacomo Perego
Q1340837	STS-86
Q55439785	Vincent Lowy
Q238819	Jay Chou
Q3228832	Lee Ashcroft
Q461727	Maxine Waters
Q129158	We Belong Together
Q663315	Aris Fioretos
Q351599	Ian Allinson
Q17028317	Rules Don't Apply
Q165672	Iajuddin Ahmed
Q894312	Borys Tarasyuk
Q1640731	Polytechnic University of Catalonia
Q311324	Thomas Gravedad
Q763282	Abdallah Bah
Q703476	Ramsey Campbell
Q3849506	Mark Jones
Q20203208	Minister of Foreign Affairs
Q5240866	David Watkins
Q372910	Pieter de Keyser
Q1999498	Norman D. Newell
Q676946	Yuri Kovtun
Q64223796	Tropical storm Adrian
Q317491	Greg Bear
Q170972	Socialist Party
Q3741734	Federico Gerardi
Q3098290	Gareth Ainsworth
Q4003080	Ulla Isaksson
Q264684	John Whittingdale
Q193391	diplomat
Q1599272	Wilhelm Heinrich Heintz
Q3238289	Lieutenant Governor of Quebec
Q7736576	The Girl in Mourning
Q381747	Michele Pazienza
Q7693383	Ted Killean
Q3468429	Wilfrid Le Gros Clark
Q6847146	Mike Harrison
Q4317718	Vsevolod Nestayko
Q983721	William J. Casey
Q817665	Benjamin Barber
Q17889	John Middleton Clayton
Q3751616	Franco Superchi
Q8022138	Williston B. Palmer
Q7257097	Ptolemaios Sarigiannis
Q123268	Carl Hilty
Q361376	Adolf Ehrnrooth
Q11886808	Pasi Laaksonen
Q16963583	Gabriele Zamagna
Q515964	András Bálint
Q230055	Izabella Scorupco
Q349105	Karel Steklý
Q381378	Khalilou Fadiga
Q22087124	David Melville
Q975210	Eric Reissner
Q243969	Gordon Moore
Q648570	Milan Stojadinović
Q7343758	Robert E. Cushman, Jr.
Q3767316	Giovanni Gaddoni
Q64215	Frederick William I, Duke of Saxe-Weimar
Q3324839	Mosquito
Q3129275	Hector Riviérez
Q315637	Gustavo Díaz Ordaz
Q3206548	2001 Skate America
Q8073	Arte
Q765387	Herbert Ferber
Q18545686	Landscape with Figures
Q15407466	Henri Waquet
Q1580908	Hans Kuhn
Q3048400	Eduardo Zaplana
Q608277	Antonín Brousek
Q2718231	Kári Árnason
Q512309	Howard Cedar
Q29062669	honorary doctor of the University of Zaragoza
Q7326798	Richard Jackson
Q922273	Broadcast Film Critics Association Award for Best Supporting Actress
Q5682	Miguel de Cervantes
Q1773598	Siniša Anđelković
Q7341027	Robbie Williams
Q817095	Benefits Supervisor Sleeping
Q488006	Anatoliy Solovyanenko
Q3291694	Marie-Claire Ropars-Wuilleumier
Q356846	Laurence Luckinbill
Q3810870	Juán Landolfi
Q500032	Inspector Rex
Q64086024	Tropical depression Eleven
Q335003	Michael Ellis DeBakey
Q314251	Lüneburg Government Region
Q215171	Tibor Gergely
Q175498	Nils Gaup
Q1700521	John Hubert Hall
Q19282090	Francesco Ferrini
Q81180	Grammy Hall of Fame
Q1533366	Queen's Counsel
Q363525	Stuart Townsend
Q318143	Abe Fortas
Q297783	Appius Claudius Caecus
Q436673	Grazyna Miller
Q128781	Wehrmacht
Q4953004	N. Katherine Hayles
Q18627576	Member of the Prussian House of Lords
Q361570	Adolf Flecken
Q12007218	2013 Tour of Norway
Q6207125	Jocelyn Field Thorpe
Q59097932	Design for festive decorations
Q1974780	Nasha Russia
Q101797	Winona Ryder
Q7019356	Yinon Magal
Q233742	Ludivine Sagnier
Q1580594	Hans Jäckel
Q5565400	Giuseppe Di Masi
Q329798	Tom Courtenay
Q1290590	Siege of Jerusalem
Q5300773	Doug Naysmith
Q3846527	Marco Torresani
Q909884	E. T. Whittaker
Q4893037	Bernard Cruddas
Q159430	Arthur Cayley
Q2075236	Annaeus Ypeij
Q21667578	A woman sitting at a table
Q17355240	Cleopatra killing herself
Q234182	Harriet Harman
Q114596	Josef Bauer
Q588852	Mary Tudor
Q743106	Cosimo de Torres
Q202475	Téa Leoni
Q29544	Delia Derbyshire
Q7686269	Tarki Micallef
Q981961	Renato Antolini
Q82174	Brașov
Q740803	Richard Doll
Q614091	Bradley Orr
Q66310546	2018 Rogers Cup
Q4381482	James Gascoyne-Cecil, 4th Marquess of Salisbury
Q18537583	Bogdan Aurescu
Q4890471	Joan Romero González
Q520991	Peter Markstedt
Q982295	Chidambaram Subramaniam
Q55729	Dagmar Havlová
Q14280	Giuseppe Piazzi
Q1242182	Dont Look Back
Q206922	Andy Serkis
Q577688	Al MacAdam
Q7288702	Emmanuil Geller
Q3746518	Flavio Ronchi
Q540031	Wilfred Thesiger
Q20675741	Valerie Taylor
Q723297	Albrecht Adam
Q56291147	2018 Japan Women's Open
Q922299	Broadcast Film Critics Association Award for Best Film
Q25849505	Clay Higgins
Q20018298	José de la Cruz Salvo
Q371031	Jon Kyl
Q14917211	Minister of Education
Q318920	Jonny Wilkinson
Q104338	Dorothea Steiner
Q252043	Mats Zuccarello
Q1257297	Serhii Plokhii
Q5524839	Gary Childs
Q1905256	Martin Wikelski
Q6105872	J. H. Hall
Q333781	James Fergusson
Q6253333	John Pratt
Q276607	Kate Thompson
Q3388096	Pietro Bucalossi
Q1696358	Johann Temmen
Q263533	Jessica Paré
Q84774	Gustav von Escherich
Q7964598	Walter Cornock
Q4960	Jason Lee
Q3056303	Eric Jupp
Q972958	Marc Van Montagu
Q1405455	Terry Lyons
Q728797	Josep Maria Pou
Q295935	John Philip Sousa
Q1306380	A Woman Under the Influence
Q4200373	Imperial School of Jurisprudence
Q3292099	Cristian Borja
Q787779	Edmond Weiskopf
Q7609967	Stephen McLaughlin
Q3763634	Gianni Sassaroli
Q3271211	Antoine Léon Morel-Fatio
Q3751538	Franco Radaelli
Q334073	George Brown, Baron George-Brown
Q29841295	Karl Heinz Beckurts Award
Q4380360	Anton Prokopovich-Antonskij
Q43133012	Andrei Roiter
Q546092	Patrick O. Brown
Q1412738	Galina Tyunina
Q5229390	Dave Miller
Q1100322	Hurricane Jeanne
Q113426	Marianne Fritz
Q951329	Victor Puiseux
Q1486368	Robert Coote
Q433521	Sylvia Fowles
Q2392898	John Brown
Q6767945	Mark Harrison
Q790699	Avi Dichter
Q3869211	Mário Tilico
Q16017968	William Young
Q317155	Michel Petrucciani
Q742644	José Reinaldo de Lima
Q17037038	Esteve Tomàs i Torrens
Q5621497	Gustavo Sainz
Q224021	Donna Reed
Q55397	Kon Ichikawa
Q80591330	RainFurrest 2007
Q1899781	DreamWorks Records
Q1448348	Franz Mühlenberg
Q97045689	Biomarkers and Choroidal Neovascularization
Q50389163	Minister for the Arts
Q2780257	Burny Bos
Q597020	Danger Close Games
Q3105192	Giancarlo Stanton
Q29514964	Governor of Colorado
Q86294	Jens Spahn
Q3169073	Jean-Pierre Brard
Q1356426	Nils Christie
Q60206	Ariel Sharon
Q3951491	2013 Volta a Catalunya
Q64706714	Hurricane John
Q519982	Chris Martin
Q69415	1979 Formula One season
Q3083988	François Bizot
Q4485081	Fitil
Q4705629	Alain Behi
Q545595	Soyuz 14
Q350851	Julen Guerrero
Q1507024	George Bryan Porter
Q962903	Michel Heinrich
Q80321	Halldór Laxness
Q1337955	John Crowe Ransom
Q43310	Germany national football team
Q724795	Jason Moore
Q4099614	Halyna Burkatska
Q93019	Alexander Razborov
Q29999	Kingdom of the Netherlands
Q274869	Émerson Luiz Firmino
Q4386058	Ivan Gavrilovich Pyatykhin
Q7147189	Patrick McNair-Wilson
Q12313064	Frode Kristoffersen
Q229251	Dorothy Dandridge
Q3769377	Giuliano Gentilini
Q10950983	Haqeeqat
Q1893392	Meir Argov
